Bot Index,Bot Task,Bot,gpt-4o-2024-11-20
4378,Tullbot~enwiki,Tullbot~enwiki,Interwiki
4379,Tulsibot,Tulsibot,Interwiki
4380,Tulsibot 2,Tulsibot,Operational
4381,Tuonela,Tuonela,Operational
4382,TuvicBot,TuvicBot,Interwiki
4383,TweetBot,TweetBot,Other
4384,TweetCiteBot,TweetCiteBot,Operational
4385,TwsxBot,TwsxBot,Other
4386,TyAbot,TyAbot,Information provision
4387,TyAbot 2,TyAbot,Operational
4388,Tyler Bot I,Tyler Bot I,Operational
4389,Tymon the Bot,Tymon the Bot,Other
4390,Typebot,Typebot,Other
4391,TypoBot,TypoBot,Operational
4392,UK Legislation Bot,UK Legislation Bot,Other
4393,UKBot,UKBot,Reward provision
4394,USCOTM Bot,USCOTM Bot,Task allocation
4395,UTRSBot,UTRSBot,Information provision
4396,UcuchaBot 4,UcuchaBot,Information provision
4397,UcuchaBot,UcuchaBot,Operational
4398,UcuchaBot 3,UcuchaBot,Operational
4399,UcuchaBot 2,UcuchaBot,Task allocation
4400,UcuchaBot 5,UcuchaBot,Operational
4401,UgenBot,UgenBot,Other
4402,Ugur Basak Bot~enwiki,Ugur Basak Bot~enwiki,Interwiki
4403,Uhaas bot,Uhaas bot,Operational
4404,UhaiBot,UhaiBot,Information provision
4405,UltBot,UltBot,Operational
4406,UltraBot,UltraBot,Interwiki
4407,UnCatBot,UnCatBot,Operational
4408,UncatTemplateBot,UncatTemplateBot,Operational
4409,Uncle G's 'bot,Uncle G's 'bot,Operational
4410,Uncle G's major work 'bot,Uncle G's major work 'bot,Operational
4411,UnitBot,UnitBot,Operational
4412,UnitBot (reopen),UnitBot (reopen),Operational
4413,Updatebot,Updatebot,Operational
4414,UrbanBot,UrbanBot,Operational
4415,UrbanBot 2,UrbanBot,Operational
4416,UsbBot,UsbBot,Operational
4417,User:Jogi bot,User:Jogi bot,Task division
4418,UserPageActionsBot,UserPageActionsBot,Other
4419,Userboxbot,Userboxbot,Operational
4420,Username Needed's bot,Username Needed's bot,Other
4421,Usernamekiran BOT 4,Usernamekiran BOT,Operational
4422,Usernamekiran BOT 3,Usernamekiran BOT,Task allocation
4423,Usernamekiran BOT,Usernamekiran BOT,Operational
4424,Usernamekiran BOT 2,Usernamekiran BOT,Task allocation
4425,UsuallyNonviolentBot 2,UsuallyNonviolentBot,Operational
4426,UsuallyNonviolentBot 3,UsuallyNonviolentBot,Operational
4427,UsuallyNonviolentBot,UsuallyNonviolentBot,Operational
4428,Usyd-schwa-querybot,Usyd-schwa-querybot,Other
4429,V2Bot,V2Bot,Other
4430,VFD Bot,VFD Bot,Information provision
4431,VIAFbot,VIAFbot,Operational
4432,VP-bot 2,VP-bot,Interwiki
4433,VP-bot,VP-bot,Interwiki
4434,VP-bot,VP-bot,Other
4435,VRTS Migration Bot,VRTS Migration Bot,Operational
4436,VRTbot,VRTbot,Exception management
4437,VVVBot,VVVBot,Interwiki
4438,VWBot 8,VWBot,Other
4439,VWBot,VWBot,Exception management
4440,VWBot 9,VWBot,Exception management
4441,VWBot 7,VWBot,Exception management
4442,VWBot 10,VWBot,Exception management
4443,Vagobot,Vagobot,Interwiki
4444,VahurzpuBot,VahurzpuBot,Operational
4445,ValequezBot,ValequezBot,Operational
4446,ValhallaBot,ValhallaBot,Operational
4447,Valhallasw-bot,Valhallasw-bot,Other
4448,VandalCountBot,VandalCountBot,Information provision
4449,Vandalstopperbot,Vandalstopperbot,Exception management
4450,Vandlen't,Vandlen't,Exception management
4451,VeblenBot 6,VeblenBot,Information provision
4452,VeblenBot 4,VeblenBot,Operational
4453,VeblenBot 7,VeblenBot,Operational
4454,VeblenBot 5,VeblenBot,Task division
4455,VeblenBot 2,VeblenBot,Information provision
4456,VeblenBot 3,VeblenBot,Information provision
4457,VeblenBot 8,VeblenBot,Information provision
4458,VeblenBot,VeblenBot,Information provision
4459,VedeBOT 2,VedeBOT,Operational
4460,VedeBOT,VedeBOT,Operational
4461,Vegasbot,Vegasbot,Exception management
4462,VegetableBot,VegetableBot,Other
4463,VeinorBot,VeinorBot,Exception management
4464,Velociraptorbot,Velociraptorbot,Exception management
4465,Ver-bot,Ver-bot,Interwiki
4466,VibhijainBot,VibhijainBot,Interwiki
4467,Vina-iwbot~enwiki,Vina-iwbot~enwiki,Interwiki
4468,Vinebot,Vinebot,Other
4469,Vini 17bot5,Vini 17bot5,Interwiki
4470,Vinne2.bot,Vinne2.bot,Other
4471,ViskonBot,ViskonBot,Interwiki
4472,VisualizedConceptsBot~enwiki,VisualizedConceptsBot~enwiki,Interwiki
4473,VixDaemon 3,VixDaemon,Operational
4474,VixDaemon 4,VixDaemon,Exception management
4475,VixDaemon 2,VixDaemon,Operational
4476,VixDaemon,VixDaemon,Operational
4477,VixDaemonBot,VixDaemonBot,Operational
4478,VoABot,VoABot,Operational
4479,VoABot II,VoABot II,Exception management
4480,VoABot III,VoABot III,Other
4481,VolkovBot,VolkovBot,Interwiki
4482,VoxelBot 4,VoxelBot,Task allocation
4483,VoxelBot 2,VoxelBot,Operational
4484,VoxelBot 3,VoxelBot,Operational
4485,VoxelBot,VoxelBot,Exception management
4486,VoxelBot 5,VoxelBot,Task division
4487,VsBot,VsBot,Interwiki
4488,VshBot,VshBot,Information provision
4489,VshBot 2,VshBot,Task allocation
4490,VshBot 3,VshBot,Operational
4491,VshBot 1,VshBot,Other
4492,VshBot 4,VshBot,Operational
4493,VukkyBot,VukkyBot,Other
4494,VulpesBot 2,VulpesBot,Operational
4495,VulpesBot 3,VulpesBot,Operational
4496,VulpesBot,VulpesBot,Operational
4497,W950712Bot,W950712Bot,Interwiki
4498,WAPLeaderboardBot,WAPLeaderboardBot,Information provision
4499,WASDbot,WASDbot,Information provision
4500,WBot17,WBot17,Other
4501,WMUKBot,WMUKBot,Information provision
4502,WODUPbot,WODUPbot,Information provision
4503,WOSlinkerBot 17,WOSlinkerBot,Operational
4504,WOSlinkerBot 23,WOSlinkerBot,Operational
4505,WOSlinkerBot 21,WOSlinkerBot,Operational
4506,WOSlinkerBot 18,WOSlinkerBot,Operational
4507,WOSlinkerBot 22,WOSlinkerBot,Operational
4508,WOSlinkerBot 20,WOSlinkerBot,Operational
4509,WOSlinkerBot 16,WOSlinkerBot,Operational
4510,WOSlinkerBot 6,WOSlinkerBot,Operational
4511,WOSlinkerBot 11,WOSlinkerBot,Operational
4512,WOSlinkerBot 8,WOSlinkerBot,Operational
4513,WOSlinkerBot 9,WOSlinkerBot,Operational
4514,WOSlinkerBot 19,WOSlinkerBot,Operational
4515,WOSlinkerBot 12,WOSlinkerBot,Operational
4516,WOSlinkerBot 13,WOSlinkerBot,Operational
4517,WOSlinkerBot 14,WOSlinkerBot,Operational
4518,WOSlinkerBot 10,WOSlinkerBot,Operational
4519,WOSlinkerBot 5,WOSlinkerBot,Operational
4520,WOSlinkerBot 15,WOSlinkerBot,Operational
4521,WOSlinkerBot 2,WOSlinkerBot,Operational
4522,WOSlinkerBot 3,WOSlinkerBot,Operational
4523,WOSlinkerBot 4,WOSlinkerBot,Operational
4524,WOSlinkerBot 7,WOSlinkerBot,Operational
4525,WOSlinkerBot,WOSlinkerBot,Operational
4526,WP 1.0 bot,WP 1.0 bot,Other
4527,WP News 1.0 bot,WP News 1.0 bot,Information provision
4528,WPArkansas Bot,WPArkansas Bot,Task allocation
4529,WPArkansas Bot 2,WPArkansas Bot,Task division
4530,WPArkansas Bot 3,WPArkansas Bot,Task division
4531,WPPageListBot,WPPageListBot,Information provision
4532,Wagino Bot,Wagino Bot,Other
4533,WaldirBot,WaldirBot,Task division
4534,Walkcair,Walkcair,Other
4535,WalkingSoulBot,WalkingSoulBot,Information provision
4536,WanderBot,WanderBot,Other
4537,WantedBot,WantedBot,Operational
4538,WarddrBOT,WarddrBOT,Interwiki
4539,WarddrBOT 2,WarddrBOT,Operational
4540,WarddrBOT 3,WarddrBOT,Operational
4541,Wargo32.exe,Wargo32.exe,Other
4542,WatchlistBot,WatchlistBot,Task allocation
4543,WaybackBot,WaybackBot,Operational
4544,WdefconBot,WdefconBot,Information provision
4545,WeBuriedOurSecretsInTheBot,WeBuriedOurSecretsInTheBot,Task allocation
4546,WebCiteBOT,WebCiteBOT,Operational
4547,WebCiteBOT 2,WebCiteBOT,Operational
4548,WeggeBot,WeggeBot,Interwiki
4549,WegweiserBot,WegweiserBot,Operational
4550,WelcomeWikiBot,WelcomeWikiBot,Information provision
4551,Welcomebot,Welcomebot,Information provision
4552,WelcomerBot,WelcomerBot,Other
4553,WenliBot,WenliBot,Exception management
4554,WenliBot~enwiki,WenliBot~enwiki,Other
4555,Werdnabot,Werdnabot,Information provision
4556,Werdnabot (irc),Werdnabot (irc),Information provision
4557,WereSpielChequersBot,WereSpielChequersBot,Other
4558,WereallalrightBOT,WereallalrightBOT,Task allocation
4559,WexeBOT,WexeBOT,Other
4560,WhenToBot,WhenToBot,Operational
4561,Wherebot,Wherebot,Exception management
4562,WhiBot,WhiBot,Interwiki
4563,"Whip, dip, and slide","Whip, dip, and slide",Other
4564,Whobot,Whobot,Operational
4565,Whymbot,Whymbot,Other
4566,Wii Wiki Bot,Wii Wiki Bot,Operational
4567,Wiki Ed Dashboard student greetings,Wiki Ed Dashboard student greetings,Task allocation
4568,Wiki Feed Bot,Wiki Feed Bot,Information provision
4569,Wiki Raja,Wiki Raja,Exception management
4570,WikiBotas,WikiBotas,Interwiki
4571,WikiCleanerBot 6,WikiCleanerBot,Operational
4572,WikiCleanerBot 12,WikiCleanerBot,Operational
4573,WikiCleanerBot 13,WikiCleanerBot,Operational
4574,WikiCleanerBot 4,WikiCleanerBot,Operational
4575,WikiCleanerBot 10,WikiCleanerBot,Operational
4576,WikiCleanerBot 16,WikiCleanerBot,Operational
4577,WikiCleanerBot 14,WikiCleanerBot,Operational
4578,WikiCleanerBot 2,WikiCleanerBot,Operational
4579,WikiCleanerBot 19,WikiCleanerBot,Operational
4580,WikiCleanerBot 5,WikiCleanerBot,Operational
4581,WikiCleanerBot 8,WikiCleanerBot,Operational
4582,WikiCleanerBot 3,WikiCleanerBot,Operational
4583,WikiCleanerBot 11,WikiCleanerBot,Operational
4584,WikiCleanerBot 25,WikiCleanerBot,Operational
4585,WikiCleanerBot 20,WikiCleanerBot,Operational
4586,WikiCleanerBot 17,WikiCleanerBot,Operational
4587,WikiCleanerBot 23,WikiCleanerBot,Operational
4588,WikiCleanerBot 9,WikiCleanerBot,Operational
4589,WikiCleanerBot 21,WikiCleanerBot,Operational
4590,WikiCleanerBot,WikiCleanerBot,Information provision
4591,WikiCleanerBot 7,WikiCleanerBot,Operational
4592,WikiCleanerBot 24,WikiCleanerBot,Operational
4593,WikiCleanerBot 18,WikiCleanerBot,Operational
4594,WikiCleanerBot 15,WikiCleanerBot,Operational
4595,WikiCleanerBot 22,WikiCleanerBot,Operational
4596,WikiCleanerBot 26,WikiCleanerBot,Operational
4597,WikiCleanerBot 27,WikiCleanerBot,Operational
4598,WikiDreamer Bot,WikiDreamer Bot,Interwiki
4599,WikiLinkChecker,WikiLinkChecker,Operational
4600,WikiMonitor,WikiMonitor,Exception management
4601,WikiProject Notification Service,WikiProject Notification Service,Task allocation
4602,WikiProject Television Bot,WikiProject Television Bot,Task division
4603,WikiStatsBOT 2,WikiStatsBOT,Information provision
4604,WikiStatsBOT,WikiStatsBOT,Information provision
4605,WikiTransBot,WikiTransBot,Operational
4606,WikiWelcomer,WikiWelcomer,Other
4607,Wikibot,Wikibot,Interwiki
4608,Wikification Bot,Wikification Bot,Task allocation
4609,Wikimapiabot,Wikimapiabot,Task division
4610,Wikinews Importer Bot,Wikinews Importer Bot,Other
4611,Wikipedia Signpost,Wikipedia Signpost,Other
4612,Wikiquote importer,Wikiquote importer,Other
4613,WikitakBot,WikitakBot,Exception management
4614,WikitanvirBot,WikitanvirBot,Interwiki
4615,Wikopedia,Wikopedia,Exception management
4616,WildBot 7,WildBot,Operational
4617,WildBot 2,WildBot,Operational
4618,WildBot 5,WildBot,Information provision
4619,WildBot 3,WildBot,Operational
4620,WildBot 6,WildBot,Exception management
4621,WildBot,WildBot,Information provision
4622,WildBot 8,WildBot,Operational
4623,WildBot 4,WildBot,Operational
4624,WilhelmBot,WilhelmBot,Interwiki
4625,William Avery Bot 5,William Avery Bot,Operational
4626,William Avery Bot 4,William Avery Bot,Operational
4627,William Avery Bot,William Avery Bot,Operational
4628,William Avery Bot 3,William Avery Bot,Operational
4629,William Avery Bot 2,William Avery Bot,Operational
4630,WillieBot 2,WillieBot,Operational
4631,WillieBot,WillieBot,Information provision
4632,WillowBot,WillowBot,Task division
4633,WinBot,WinBot,Operational
4634,WizardBot,WizardBot,Other
4635,WolfBot 5,WolfBot,Operational
4636,WolfBot 4,WolfBot,Operational
4637,WolfBot,WolfBot,Operational
4638,WolfBot 2,WolfBot,Information provision
4639,WolfBot 3,WolfBot,Operational
4640,WolfBot 6,WolfBot,Task division
4641,WolterBot,WolterBot,Information provision
4642,WoodwardBot,WoodwardBot,Information provision
4643,Wookbot,Wookbot,Other
4644,WordFixerBot,WordFixerBot,Operational
4645,Worldbot,Worldbot,Operational
4646,WouterBot,WouterBot,Operational
4647,Wpcat,Wpcat,Information provision
4648,Wpp research bot,Wpp research bot,Task allocation
4649,Wpusers 8,Wpusers,Operational
4650,WuBot,WuBot,Interwiki
4651,WugBot 5,WugBot,Operational
4652,WugBot,WugBot,Information provision
4653,WugBot 4,WugBot,Operational
4654,WugBot 3,WugBot,Information provision
4655,WugBot 2,WugBot,Task division
4656,Wwbot,Wwbot,Interwiki
4657,WxBot,WxBot,Operational
4658,Wybot,Wybot,Interwiki
4659,Wybot 2,Wybot,Interwiki
4660,X!,X!,Other
4661,XBot22408,XBot22408,Other
4662,XLerateBot,XLerateBot,Task division
4663,XLinkBot 2,XLinkBot,Exception management
4664,XLinkBot 2,XLinkBot,Exception management
4665,XLinkBot,XLinkBot,Exception management
4666,XSBOT,XSBOT,Other
4667,XZeroBot,XZeroBot,Interwiki
4668,Xalvor12,Xalvor12,Other
4669,Xaris333Bot,Xaris333Bot,Other
4670,XaxaBot,XaxaBot,Operational
4671,Xcbot,Xcbot,Information provision
4672,Xcbot 2,Xcbot,Operational
4673,XeBot,XeBot,Interwiki
4674,Xenobot 6,Xenobot,Operational
4675,Xenobot 3,Xenobot,Operational
4676,Xenobot 2,Xenobot,Operational
4677,Xenobot 4,Xenobot,Operational
4678,Xenobot 5,Xenobot,Operational
4679,Xenobot,Xenobot,Task allocation
4680,Xenobot 6.1,Xenobot 6.1,Operational
4681,Xenobot 6.2,Xenobot 6.2,Operational
4682,Xenobot Mk V 2,Xenobot Mk V,Task division
4683,Xenobot Mk V,Xenobot Mk V,Task allocation
4684,Xenophon (bot),Xenophon (bot),Other
4685,Xiaogiabot,Xiaogiabot,Other
4686,Xibot,Xibot,Other
4687,Xinbenlv bot,Xinbenlv bot,Information provision
4688,Xphoisbot,Xphoisbot,Exception management
4689,Xqbot 2,Xqbot,Operational
4690,Xqbot,Xqbot,Operational
4691,Xqbot 3,Xqbot,Operational
4692,Xqbot 4,Xqbot,Interwiki
4693,Xqbot 1,Xqbot,Interwiki
4694,Xubiquitous,Xubiquitous,Information provision
4695,Xulbot,Xulbot,Operational
4696,Xwbot,Xwbot,Other
4697,XyBot,XyBot,Other
4698,YATBot,YATBot,Task allocation
4699,YFdyh-bot,YFdyh-bot,Interwiki
4700,YTStatsBot,YTStatsBot,Operational
4701,YansearchBot,YansearchBot,Other
4702,Yapperbot 4,Yapperbot,Task division
4703,Yapperbot 2,Yapperbot,Operational
4704,Yapperbot,Yapperbot,Task allocation
4705,Yapperbot 3,Yapperbot,Operational
4706,YasBot 2,YasBot,Interwiki
4707,YasBot,YasBot,Interwiki
4708,YeYen KY-Bot,YeYen KY-Bot,Other
4709,YekratsBot,YekratsBot,Interwiki
4710,YekratsBot~enwiki,YekratsBot~enwiki,Interwiki
4711,YeltsinfanBot,YeltsinfanBot,Information provision
4712,Yet Another Redirect Cleanup Bot,Yet Another Redirect Cleanup Bot,Operational
4713,Yet another TfD implementor bot 2,Yet another TfD implementor bot,Operational
4714,Yet another TfD implementor bot,Yet another TfD implementor bot,Operational
4715,Yetanotherbot,Yetanotherbot,Exception management
4716,YgleeBot,YgleeBot,Other
4717,YiFeiBot,YiFeiBot,Interwiki
4718,YiFeiBot 2,YiFeiBot,Information provision
4719,Yobot 24,Yobot,Operational
4720,Yobot 39,Yobot,Operational
4721,Yobot 34,Yobot,Operational
4722,Yobot 58,Yobot,Operational
4723,Yobot 59,Yobot,Operational
4724,Yobot 3,Yobot,Operational
4725,Yobot 23,Yobot,Operational
4726,Yobot 42,Yobot,Operational
4727,Yobot 11,Yobot,Operational
4728,Yobot 6,Yobot,Operational
4729,Yobot 54,Yobot,Operational
4730,Yobot 2,Yobot,Operational
4731,Yobot 14,Yobot,Operational
4732,Yobot 5,Yobot,Operational
4733,Yobot 40,Yobot,Operational
4734,Yobot 45,Yobot,Operational
4735,Yobot 4,Yobot,Operational
4736,Yobot 15,Yobot,Operational
4737,Yobot 18,Yobot,Operational
4738,Yobot 32,Yobot,Operational
4739,Yobot 60,Yobot,Operational
4740,Yobot 41,Yobot,Operational
4741,Yobot 9,Yobot,Task allocation
4742,Yobot 27,Yobot,Operational
4743,Yobot 46,Yobot,Operational
4744,Yobot 26,Yobot,Operational
4745,Yobot 44,Yobot,Operational
4746,Yobot 7,Yobot,Operational
4747,Yobot,Yobot,Operational
4748,Yobot 30,Yobot,Operational
4749,Yobot 47,Yobot,Operational
4750,Yobot 29,Yobot,Task allocation
4751,Yobot 12,Yobot,Operational
4752,Yobot 43,Yobot,Operational
4753,Yobot 35,Yobot,Operational
4754,Yobot 20,Yobot,Operational
4755,Yobot 17,Yobot,Operational
4756,Yobot 51,Yobot,Interwiki
4757,Yobot 36,Yobot,Operational
4758,Yobot 21,Yobot,Operational
4759,Yobot 57,Yobot,Operational
4760,Yobot 31,Yobot,Operational
4761,Yobot 50,Yobot,Operational
4762,Yobot 16,Yobot,Operational
4763,Yobot 49,Yobot,Operational
4764,Yobot 53,Yobot,Operational
4765,Yobot 22,Yobot,Operational
4766,Yobot 25,Yobot,Task division
4767,Yobot 48,Yobot,Operational
4768,Yobot 38,Yobot,Operational
4769,Yobot 13,Yobot,Task allocation
4770,Yobot 37,Yobot,Operational
4771,Yobot 56,Yobot,Operational
4772,Yobot 28,Yobot,Operational
4773,Yobot 10,Yobot,Task division
4774,Yobot 19,Yobot,Operational
4775,Yobot 8,Yobot,Operational
4776,Yobot 33,Yobot,Operational
4777,Yobot 55,Yobot,Operational
4778,Yobot 52,Yobot,Operational
4779,Yobot B,Yobot B,Operational
4780,Yobot-19BG,Yobot-19BG,Other
4781,YonaBot,YonaBot,Interwiki
4782,Yoni12Bot,Yoni12Bot,Other
4783,Yonidebot,Yonidebot,Interwiki
4784,YouMeBot,YouMeBot,Other
4785,YouTube Update Bot,YouTube Update Bot,Other
4786,YoutubeSubscriberBot,YoutubeSubscriberBot,Operational
4787,YpnBot,YpnBot,Task division
4788,YpnBot 2,YpnBot,Operational
4789,Yrbot~enwiki,Yrbot~enwiki,Interwiki
4790,YurikBot,YurikBot,Interwiki
4791,Z-BOT 2,Z-BOT,Interwiki
4792,Z-BOT,Z-BOT,Interwiki
4793,ZabesBot,ZabesBot,Interwiki
4794,ZackBot 13,ZackBot,Operational
4795,ZackBot 11,ZackBot,Operational
4796,ZackBot 3,ZackBot,Operational
4797,ZackBot 6,ZackBot,Operational
4798,ZackBot 7,ZackBot,Operational
4799,ZackBot 5,ZackBot,Operational
4800,ZackBot 8,ZackBot,Operational
4801,ZackBot,ZackBot,Operational
4802,ZackBot 12,ZackBot,Operational
4803,ZackBot 10,ZackBot,Operational
4804,ZackBot 4,ZackBot,Operational
4805,ZackBot 9,ZackBot,Operational
4806,ZackBot 2,ZackBot,Operational
4807,ZadBot,ZadBot,Operational
4808,ZedlikBot,ZedlikBot,Interwiki
4809,Zembot,Zembot,Other
4810,ZentralBot,ZentralBot,Other
4811,Zentralbot,Zentralbot,Other
4812,Zer0431,Zer0431,Other
4813,Zeronosayoukubot,Zeronosayoukubot,Other
4814,ZhBot,ZhBot,Operational
4815,ZhengdunBot,ZhengdunBot,Information provision
4816,ZkBot,ZkBot,Other
4817,Zoomiebot,Zoomiebot,Other
4818,Zorglbot,Zorglbot,Operational
4819,Zorrobot,Zorrobot,Interwiki
4820,ZscoutBot,ZscoutBot,Operational
4821,ZsinjBot,ZsinjBot,Operational
4822,ZwoBot,ZwoBot,Interwiki
4823,Zwobot,Zwobot,Interwiki
4824,Zxabot,Zxabot,Interwiki
4825,ZéroBot 2,ZéroBot,Interwiki
4826,ZéroBot,ZéroBot,Interwiki
4827,^demonBot,^demonBot,Operational
4828,^demonBot2,^demonBot2,Operational
4829,^demonBot2 2,^demonBot2,Operational
4830,acobot,acobot,Other
4831,alnoktaBOT,alnoktaBOT,Interwiki
4832,amolbot,amolbot,Interwiki
4833,anybot,anybot,Task division
4834,arjunaraocbot,arjunaraocbot,Information provision
4835,bitbotje,bitbotje,Operational
4836,bonabot,bonabot,Interwiki
4837,bot urcs,bot urcs,Other
4838,botlannon,botlannon,Information provision
4839,brest-bot,brest-bot,Interwiki
4840,cewbot 1,cewbot,Operational
4841,christina.zheng.uploader,christina.zheng.uploader,Operational
4842,cocoabot,cocoabot,Task allocation
4843,collabsearch,collabsearch,Other
4844,djfitz111223,djfitz111223,Exception management
4845,dpkbot,dpkbot,Interwiki
4846,empedia1,empedia1,Operational
4847,englishbot,englishbot,Operational
4848,ethen12bot 2,ethen12bot,Exception management
4849,fajrbot,fajrbot,Other
4850,fattahsafa bot,fattahsafa bot,Other
4851,fuBot,fuBot,Other
4852,genewikibot,genewikibot,Information provision
4853,helloajnabi,helloajnabi,Other
4854,hintssbot,hintssbot,Operational
4855,hintssbot I,hintssbot I,Operational
4856,hxhbot,hxhbot,Interwiki
4857,hypejar bot,hypejar bot,Other
4858,iTourBot,iTourBot,Information provision
4859,insectBot,insectBot,Operational
4860,jbrownsplacebot,jbrownsplacebot,Other
4861,jverlindaBot,jverlindaBot,Information provision
4862,jwb427,jwb427,Other
4863,kwjbot 2,kwjbot,Other
4864,kwjbot,kwjbot,Other
4865,latexBot,latexBot,Information provision
4866,llamabot,llamabot,Exception management
4867,mainulmizan bot,mainulmizan bot,Other
4868,mdann52 bot 6,mdann52 bot,Operational
4869,memstudybot,memstudybot,Other
4870,milcinoski,milcinoski,Other
4871,mmbot,mmbot,Operational
4872,monitor wiki page for public relation management,monitor wiki page for public relation management,Exception management
4873,nakon-bot01,nakon-bot01,Operational
4874,naoinoue,naoinoue,Other
4875,naudefjbot,naudefjbot,Interwiki
4876,neinsun,neinsun,Task allocation
4877,newsletterbot,newsletterbot,Other
4878,nothingbot,nothingbot,Other
4879,openZIM,openZIM,Information provision
4880,pContinuity,pContinuity,Exception management
4881,pascalBot,pascalBot,Operational
4882,polbot,polbot,Task division
